state	speed_discomfort	minimize_discomfort
exposed-1	0.8325561477476292	0.7491647930150531
exposed-2	1.6655165086642472	1.4986889192678159
exposed-3	3.331633759745222	2.9979439870336204
recovered	0.0	0.0
symptoms-1	6.664158789403653	5.996778913019338
symptoms-2	4.999692338005031	4.499579858219914
symptoms-3	1.6666482595387622	1.499973182439569
