index	return	risk	AAPL	SPY	TSLA	RBLX	R	ROL
62.0	0.05240248974331997	0.08424321154003982	0.002524747450005379	-1.345059851826489e-21	5.6634417395267955e-21	0.5985679475507125	0.12924100362013766	0.2696663013791445
63.0	0.05293200891806919	0.08548264808179377	2.1161736518856434e-23	-7.640934748310074e-22	3.5231805729401356e-21	0.6083944188172988	0.12946270042913788	0.26214288075356335
64.0	0.053461528092818414	0.08672713917068149	2.3501466409305746e-23	-7.451922539459416e-22	3.4310459800334054e-21	0.6185970217705578	0.12838263515248197	0.25302034307696025
65.0	0.053991047267567635	0.08797662084159698	2.2117665542028772e-23	-7.216798192146096e-22	3.337528962032817e-21	0.6287996247238163	0.12730256987582655	0.2438978054003571
66.0	0.054520566442316856	0.0892308834485118	2.071555679086343e-23	-7.067152477494246e-22	3.241503164405234e-21	0.6390022276770754	0.1262225045991708	0.23477526772375387
67.0	0.055050085617066084	0.09048972818844184	2.2897634407126133e-23	-6.797604890849724e-22	3.1497603955546837e-21	0.6492048306303343	0.12514243932251512	0.22565273004715064
68.0	0.055579604791815305	0.09175296646187896	1.917489882119231e-23	-6.634294464488763e-22	3.0537666698560634e-21	0.6594074335835932	0.12406237404585967	0.21653019237054716
69.0	0.05610912396656453	0.09302041927346753	1.8217701309684376e-23	-6.406055926244937e-22	2.963224824982298e-21	0.669610036536852	0.12298230876920367	0.20740765469394432
70.0	0.05663864314131375	0.09429191667046073	1.822103976903527e-23	-6.234540210509974e-22	2.86751782813462e-21	0.679812639490111	0.1219022434925479	0.19828511701734114
71.0	0.05716816231606297	0.09556729721660509	1.7631154827659966e-23	-6.015608842552562e-22	2.7720286641818665e-21	0.6900152424433698	0.12082217821589221	0.18916257934073805
72.0	0.0576976814908122	0.09684640749922106	1.5433312615067326e-23	-5.829493457163621e-22	2.679831991077339e-21	0.7002178453966288	0.11974211293923662	0.18004004166413456
73.0	0.05822720066556142	0.09812910166736384	1.7670926039057588e-23	-5.602884011352385e-22	2.5780350700828892e-21	0.7104204483498876	0.11866204766258115	0.17091750398753125
74.0	0.05875671984031064	0.09941524099906858	1.617242164071786e-23	-5.413676291214977e-22	2.485854925192048e-21	0.7206230513031464	0.11758198238592545	0.16179496631092818
75.0	0.05928623901505986	0.1007046934957967	1.544767303898597e-23	-5.190948041057428e-22	2.3940359586889405e-21	0.7308256542564052	0.11650191710926966	0.15267242863432515
76.0	0.05981575818980908	0.10199733350231387	1.7087759037151145e-23	-4.96393368872076e-22	2.3058762086916783e-21	0.741028257209664	0.11542185183261391	0.14354989095772208
77.0	0.06034527736455831	0.10329304135033751	1.3605275773067812e-23	-4.783239923452349e-22	2.2069982308187273e-21	0.7512308601629231	0.11434178655595843	0.1344273532811185
78.0	0.06087479653930753	0.10459170302439498	1.2178412566696634e-23	-4.587375700333377e-22	2.1131195926682983e-21	0.7614334631161819	0.11326172127930244	0.12530481560451567
79.0	0.06140431571405675	0.10589320984843338	1.1988215047004227e-23	-4.36862599126522e-22	2.0235128824442436e-21	0.7716360660694408	0.11218165600264686	0.11618227792791232
80.0	0.06193383488880597	0.10719745819181475	1.1642899074352782e-23	-4.1512907413545605e-22	1.9248773814808958e-21	0.7818386690226996	0.1111015907259913	0.1070597402513091
81.0	0.062463354063555195	0.10850434919342085	1.2491183293842282e-23	-3.981221954291954e-22	1.829141477614207e-21	0.7920412719759585	0.1100215254493356	0.09793720257470584
82.0	0.06299287323830442	0.10981378850267462	1.037157715038584e-23	-3.782488959605056e-22	1.733079184125705e-21	0.8022438749292174	0.10894146017267993	0.08881466489810258
83.0	0.06352239241305364	0.11112568603636562	7.627562356898002e-24	-3.5811956695186086e-22	1.6353617216185299e-21	0.8124464778824763	0.10786139489602425	0.07969212722149947
84.0	0.06405191158780286	0.11243995575024063	6.05141826826642e-24	-3.3805065206678157e-22	1.5467452464006937e-21	0.8226490808357351	0.10678132961936868	0.07056958954489627
85.0	0.06458143076255209	0.11375651542439073	6.87871563223342e-24	-3.1712095425003047e-22	1.4527288037164536e-21	0.832851683788994	0.10570126434271285	0.06144705186829314
86.0	0.06511094993730131	0.11507528646153194	5.92620710994612e-24	-2.969533497102644e-22	1.3571690935106678e-21	0.8430542867422528	0.10462119906605723	0.05232451419168997
87.0	0.06564046911205054	0.11639619369733718	5.874580896864836e-24	-2.7727152256048984e-22	1.2618685178013599e-21	0.8532568896955118	0.10354113378940173	0.043201976515086414
88.0	0.06616998828679976	0.11771916522203531	6.957421862469131e-24	-2.571005322297186e-22	1.1688303920127822e-21	0.8634594926487709	0.10246106851274586	0.03407943883848329
89.0	0.06669950746154898	0.11904413221254571	5.9404996918269145e-24	-2.364235538925641e-22	1.082111998174442e-21	0.8736620956020297	0.10138100323608965	0.024956901161880648
90.0	0.0672290266362982	0.12037102877446754	-6.271270647107895e-25	-2.1843209473505347e-22	9.820353051352405e-22	0.8838646985552886	0.10030093795943451	0.015834363485276923
91.0	0.06775854581104743	0.12169979179328835	5.129788917253091e-24	-1.9084628521174783e-22	8.891999276433573e-22	0.8940673015085474	0.09922087268277882	0.00671182580867381
